GEO_CODE,GEO_NAME,MEAN_AGE
2498050,"Rivière-Saint-Jean, MÉ",51.5
2498055,"Rivière-au-Tonnerre, MÉ",53.5
2498802,"Pakuashipi, S-É",29.7
2498804,"La Romaine, IRI",31.1
2498806,"Natashquan, IRI",30.4
2498808,"Mingan, IRI",28.5
2499005,"Lebel-sur-Quévillon, V",42
2499015,"Matagami, V",38.9
2499020,"Chapais, V",41.4
2499025,"Chibougamau, V",39.5
2499060,"Eeyou Istchee Baie-James, MÉ",42
2499075,"Kuujjuarapik, VN",27.9
2499080,"Umiujaq, VN",24.4
2499085,"Inukjuak, VN",25.8
2499090,"Kangiqsualujjuaq, VN",26.7
2499095,"Kuujjuaq, VN",29.8
2499100,"Tasiujaq, VN",25.5
2499105,"Aupaluk, VN",25.4
2499110,"Kangirsuk, VN",27.4
2499115,"Quaqtaq, VN",25.8
2499120,"Puvirnituq, VN",25.8
2499125,"Akulivik, VN",24.6
2499130,"Kangiqsujuaq, VN",26.5
2499135,"Salluit, VN",25.6
2499140,"Ivujivik, VN",26
2499802,"Waswanipi, TC",27.9
2499804,"Mistissini, TC",29.8
2499806,"Waskaganish, TC",29.3
2499808,"Nemaska, TC",29.9
2499810,"Eastmain, TC",27.2
2499812,"Wemindji, TC",31.4
2499814,"Chisasibi, TC",29.1
2499816,"Whapmagoostui, TC",27.3
2499818,"Oujé-Bougoumou, S-É",27.7
3501005,"South Glengarry, TP",45.3
3501007,"Akwesasne (Part) 59, IRI",34.8
3501011,"South Stormont, TP",43.4
3501012,"Cornwall, CY",44.3
3501020,"South Dundas, MU",45.7
3501030,"North Dundas, TP",42.5
3501042,"North Stormont, TP",40
3501050,"North Glengarry, TP",46.5
3502001,"East Hawkesbury, TP",45.1
3502008,"Hawkesbury, T",48.2
3502010,"Champlain, TP",46.4
3502023,"Alfred and Plantagenet, TP",43.4
3502025,"The Nation / La Nation, M",38.7
3502036,"Clarence-Rockland, C",40.6
3502044,"Casselman, VL",42
3502048,"Russell, TP",39
3506008,"Ottawa, CV",40.1
3507004,"Edwardsburgh/Cardinal, TP",43.4
3507006,"Augusta, TP",44.5
3507008,"Prescott, T",47.1
3507014,"Elizabethtown-Kitley, TP",46.1
3507015,"Brockville, CY",46.5
3507017,"Front of Yonge, TP",44.9
3507021,"Leeds and the Thousand Islands, TP",46.1
3507024,"Gananoque, T",47.2
3507033,"Westport, VL",51.2
3507040,"Rideau Lakes, TP",48.4
3507042,"Athens, TP",44.4
3507052,"Merrickville-Wolford, VL",46.9
3507065,"North Grenville, MU",42.6
3509001,"Montague, TP",41.8
3509004,"Smiths Falls, T",44.7
3509010,"Drummond/North Elmsley, TP",45.1
3509015,"Tay Valley, TP",49.2
3509021,"Perth, T",50.6
3509024,"Beckwith, TP",41.3
3509028,"Carleton Place, T",41.7
3509030,"Mississippi Mills, T",44.5
3509039,"Lanark Highlands, TP",46.1
3510005,"Frontenac Islands, TP",50.4
3510010,"Kingston, CY",42.3
3510020,"South Frontenac, TP",43
3510035,"Central Frontenac, TP",47.9
3510045,"North Frontenac, TP",54.1
3511005,"Loyalist, TP",43.3
3511015,"Greater Napanee, T",45.7
3511030,"Stone Mills, TP",42.3
3511035,"Addington Highlands, TP",50.3
3512001,"Tyendinaga, TP",39.9
3512002,"Deseronto, T",41.1
3512004,"Tyendinaga Mohawk Territory, IRI",39.4
3512005,"Belleville, CY",43.4
3512015,"Quinte West, CY",42.7
3512020,"Stirling-Rawdon, TP",43.4
3512026,"Centre Hastings, MU",43.5
3512030,"Tweed, MU",46.6
3512036,"Madoc, TP",44.5
3512046,"Marmora and Lake, MU",49.2
3512048,"Tudor and Cashel, TP",48.8
3512051,"Limerick, TP",48.9
3512054,"Wollaston, TP",50.9
3512058,"Faraday, TP",49.2
3512061,"Bancroft, T",48.8
3512065,"Carlow/Mayo, TP",47.9
3512076,"Hastings Highlands, MU",49.2
3513020,"Prince Edward County, CY",49.4
3514004,"Brighton, MU",48.2
3514014,"Cramahe, TP",44.2
3514019,"Hamilton, TP",44.5
3514020,"Port Hope, MU",46.6
3514021,"Cobourg, T",49.1
3514024,"Alnwick/Haldimand, TP",44.5
3514027,"Alderville First Nation, IRI",42.8
3514045,"Trent Hills, MU",48.2
3515003,"Asphodel-Norwood, TP",44.6
3515005,"Otonabee-South Monaghan, TP",44.8
3515008,"Hiawatha First Nation, IRI",44.2
3515013,"Cavan Monaghan, TP",43.1
3515014,"Peterborough, CY",43.5
3515015,"Selwyn, TP",46.4
3515019,"Curve Lake First Nation 35, IRI",41.8
3515023,"Douro-Dummer, TP",43.5
3515030,"Havelock-Belmont-Methuen, TP",48.7
3515037,"North Kawartha, TP",49.2
3515044,"Trent Lakes, MU",51.4
3516010,"Kawartha Lakes, CY",46.7
3518001,"Pickering, CY",40.4
3518005,"Ajax, T",37.3
3518009,"Whitby, T",38.4
3518013,"Oshawa, CY",40.9
3518017,"Clarington, MU",38.9
3518020,"Scugog, TP",44.5
3518022,"Mississaugas of Scugog Island, IRI",36.7
3518029,"Uxbridge, TP",42.7
3518039,"Brock, TP",43.5
3519028,"Vaughan, CY",39.2
3519036,"Markham, CY",40.2
3519038,"Richmond Hill, T",40.4
3519044,"Whitchurch-Stouffville, T",39.6
3519046,"Aurora, T",39.6
3519048,"Newmarket, T",39.7
3519049,"King, TP",40.4
3519054,"East Gwillimbury, T",40.6
3519070,"Georgina, T",40.7
3519076,"Chippewas of Georgina Island First Nation, IRI",41.3
3520005,"Toronto, C",40.6
3521005,"Mississauga, CY",39.6
3521010,"Brampton, CY",36.5
3521024,"Caledon, T",39.1
3522001,"East Garafraxa, TP",41
3522008,"Amaranth, TP",40.4
3522010,"Grand Valley, T",39.2
3522012,"Mono, T",42.7
3522014,"Orangeville, T",38.7
3522016,"Mulmur, TP",43.7
3522019,"Melancthon, TP",38.9
3522021,"Shelburne, T",37.3
3523001,"Puslinch, TP",45.1
3523008,"Guelph, CY",39.3
3523009,"Guelph/Eramosa, TP",42.3
3523017,"Erin, T",42.1
3523025,"Centre Wellington, TP",42.6
3523033,"Mapleton, TP",33.6
3523043,"Minto, T",42.1
3523050,"Wellington North, TP",42
3524001,"Oakville, T",39.7
3524002,"Burlington, CY",42.3
3524009,"Milton, T",34.3
3524015,"Halton Hills, T",39.3
3525005,"Hamilton, C",41.3
3526003,"Fort Erie, T",46
3526011,"Port Colborne, CY",46.5
3526014,"Wainfleet, TP",42.9
3526021,"West Lincoln, TP",39.1
3526028,"Pelham, T",45.8
3526032,"Welland, CY",43.7
3526037,"Thorold, CY",40.7
3526043,"Niagara Falls, CY",43.4
3526047,"Niagara-on-the-Lake, T",49.6
3526053,"St. Catharines, CY",43.7
3526057,"Lincoln, T",42.9
3526065,"Grimsby, T",42.3
3528018,"Haldimand County, CY",42.1
3528035,"New Credit (Part) 40A, IRI",40
3528052,"Norfolk County, CY",44.5
3529005,"Brant, CY",42.3
3529006,"Brantford, CY",40.8
3530004,"North Dumfries, TP",39.9
3530010,"Cambridge, CY",39.5
3530013,"Kitchener, CY",39
3530016,"Waterloo, CY",39
3530020,"Wilmot, TP",40.7
3530027,"Wellesley, TP",35
3530035,"Woolwich, TP",39.3
3531011,"Stratford, CY",43.8
3531013,"Perth South, TP",41.2
3531016,"St. Marys, T",44.1
3531025,"West Perth, MU",40.3
3531030,"Perth East, TP",37.2
3531040,"North Perth, MU",39.9
3532002,"Norwich, TP",37
3532004,"Tillsonburg, T",46.2
3532012,"South-West Oxford, TP",38.9
3532018,"Ingersoll, T",40.3
3532027,"Zorra, TP",40.7
3532038,"East Zorra-Tavistock, TP",42.4
3532042,"Woodstock, CY",41.8
3532045,"Blandford-Blenheim, TP",41
3534005,"Bayham, MU",35.8
3534010,"Malahide, TP",36.3
3534011,"Aylmer, T",40
3534020,"Central Elgin, MU",43.6
3534021,"St. Thomas, CY",42
3534024,"Southwold, TP",42.4
3534030,"Dutton/Dunwich, MU",42.8
3534042,"West Elgin, MU",44.6
3536020,"Chatham-Kent, MU",43.4
3536029,"Moravian 47, IRI",35
3537001,"Pelee, TP",47.6
3537003,"Leamington, MU",41.3
3537013,"Kingsville, T",42.7
3537016,"Essex, T",43.5
3537028,"Amherstburg, T",42.3
3537034,"LaSalle, T",40.3
3537039,"Windsor, CY",41.2
3537048,"Tecumseh, T",43.3
3537064,"Lakeshore, T",39.9
3538003,"St. Clair, TP",42.9
3538004,"Walpole Island 46, IRI",37.6
3538007,"Dawn-Euphemia, TP",41.4
3538015,"Brooke-Alvinston, MU",40.9
3538016,"Enniskillen, TP",45.2
3538018,"Oil Springs, VL",42
3538019,"Petrolia, T",42.8
3538025,"Sarnia 45, IRI",38
3538030,"Sarnia, CY",43.9
3538031,"Point Edward, VL",47.7
3538035,"Plympton-Wyoming, T",42.5
3538040,"Lambton Shores, MU",49.1
3538043,"Warwick, TP",40.7
3538056,"Kettle Point 44, IRI",42.5
3539002,"Newbury, VL",41.6
3539005,"Southwest Middlesex, MU",43
3539015,"Strathroy-Caradoc, MU",42.3
3539027,"Thames Centre, MU",41.7
3539033,"Middlesex Centre, MU",41.1
3539036,"London, CY",40.5
3539041,"North Middlesex, MU",41.5
3539047,"Adelaide-Metcalfe, TP",40.7
3539060,"Lucan Biddulph, TP",39.4
3540005,"South Huron, MU",45.9
3540010,"Bluewater, MU",45.8
3540025,"Central Huron, MU",44.2
3540028,"Goderich, T",46.9
3540040,"Huron East, MU",41.4
3540046,"Howick, TP",36.7
3540050,"Morris-Turnberry, MU",40.2
3540055,"North Huron, TP",42.1
3540063,"Ashfield-Colborne-Wawanosh, TP",43.5
3541004,"South Bruce, MU",40.8
3541015,"Huron-Kinloss, TP",43.4
3541024,"Kincardine, MU",44
3541032,"Brockton, MU",43.3
3541043,"Arran-Elderslie, MU",41.3
3541045,"Saugeen Shores, T",45.7
3541055,"South Bruce Peninsula, T",49.3
3541057,"Saugeen 29, IRI",36.1
3541060,"Neyaashiinigmiing 27, IRI",37.7
3541069,"Northern Bruce Peninsula, MU",54.8
3542004,"West Grey, MU",45
3542005,"Southgate, TP",39.2
3542015,"Grey Highlands, MU",43.9
3542029,"Hanover, T",45.9
3542037,"Chatsworth, TP",43.1
3542045,"The Blue Mountains, T",51.8
3542047,"Meaford, MU",47.9
3542053,"Georgian Bluffs, TP",45.6
3542059,"Owen Sound, CY",45.6
3543003,"Adjala-Tosorontio, TP",41.7
3543005,"Clearview, TP",42.6
3543007,"New Tecumseth, T",41.8
3543009,"Springwater, TP",40.8
3543014,"Bradford West Gwillimbury, T",37.3
3543015,"Severn, TP",44.9
3543017,"Innisfil, T",40.7
3543019,"Ramara, TP",47.7
3543021,"Essa, TP",37
3543023,"Oro-Medonte, TP",43.7
3543031,"Collingwood, T",46.3
3543042,"Barrie, CY",38.9
3543050,"Mnjikaning First Nation 32, IRI",35.8
3543052,"Orillia, CY",45.1
3543064,"Wasaga Beach, T",50
3543068,"Tiny, TP",48
3543069,"Christian Island 30, IRI",34
3543070,"Christian Island 30A, IRI",36
3543071,"Tay, TP",44.9
3543072,"Penetanguishene, T",46.1
3543074,"Midland, T",46.4
3544002,"Gravenhurst, T",48.6
3544018,"Bracebridge, T",46.3
3544027,"Lake of Bays, TP",52
3544042,"Huntsville, T",44.8
3544053,"Muskoka Lakes, TP",49.6
3544065,"Georgian Bay, TP",51
3544073,"Moose Point 79, IRI",36.9
3546005,"Highlands East, MU",52.6
3546015,"Minden Hills, TP",51.4
3546018,"Algonquin Highlands, TP",54.2
3546024,"Dysart et al, MU",51.4
3547002,"Arnprior, T",45.4
3547003,"McNab/Braeside, TP",43.8
3547008,"Greater Madawaska, TP",51.6
3547020,"Brudenell, Lyndoch and Raglan, TP",47.6
3547030,"Madawaska Valley, TP",50.1
3547033,"Killaloe, Hagarty and Richards, TP",45.6
3547035,"Bonnechere Valley, TP",47.6
3547037,"Pikwakanagan (Golden Lake 39), IRI",39.3
3547043,"Admaston/Bromley, TP",40.5
3547046,"Horton, TP",43.8
3547048,"Renfrew, T",48
3547056,"Whitewater Region, TP",43.5
3547064,"Pembroke, CY",45.6
3547070,"North Algona Wilberforce, TP",46.3
3547075,"Laurentian Valley, TP",42.5
3547076,"Petawawa, T",33
3547090,"Laurentian Hills, T",41.1
3547096,"Deep River, T",45.1
3547098,"Head, Clara and Maria, TP",54.3
3548001,"South Algonquin, TP",51.7
3548013,"Papineau-Cameron, TP",45.4
3548019,"Mattawan, TP",48.4
3548021,"Mattawa, T",47.1
3548022,"Calvin, MU",42.6
3548027,"Bonfield, TP",44
3548031,"Chisholm, TP",41.4
3548034,"East Ferris, MU",44
3548044,"North Bay, CY",42.7
3548055,"West Nipissing / Nipissing Ouest, M",45.5
3548069,"Temagami, MU",51.1
3548072,"Bear Island 1, IRI",40
3548073,"Nipissing 10, IRI",40.4
3548091,"Nipissing, Unorganized, South Part, NO",45.4
3548094,"Nipissing, Unorganized, North Part, NO",45.9
3549003,"Seguin, TP",48.1
3549005,"The Archipelago, TP",53.8
3549012,"McMurrich/Monteith, TP",48.4
3549014,"Perry, TP",45.2
3549018,"Kearney, T",50.8
3549019,"Armour, TP",49.2
3549022,"Burk's Falls, VL",43
3549024,"Ryerson, TP",50.6
3549028,"McKellar, TP",53.4
3549031,"McDougall, MU",45.8
3549032,"Parry Sound, T",47.2
3549036,"Carling, TP",50.6
3549039,"Whitestone, MU",54.8
3549043,"Magnetawan, MU",52
3549046,"Strong, TP",47.2
3549048,"Sundridge, VL",48.4
3549051,"Joly, TP",48.9
3549054,"Machar, TP",51.6
3549056,"South River, VL",43.6
3549060,"Powassan, MU",46.3
3549066,"Callander, MU",44.3
3549071,"Nipissing, TP",46.8
3549072,"Shawanaga 17, IRI",37.8
3549073,"Parry Island First Nation, IRI",38
3549076,"French River 13, IRI",35.3
3549077,"Dokis 9, IRI",43.4
3549078,"Magnetewan 1, IRI",31.6
3549095,"Parry Sound, Unorganized, North East Part, NO",48.7
3549096,"Parry Sound, Unorganized, Centre Part, NO",56.2
3551001,"Tehkummah, TP",53.8
3551006,"Central Manitoulin, MU",51.3
3551011,"Assiginack, TP",45.6
3551017,"Northeastern Manitoulin and the Islands, MU",48.8
3551021,"Billings, TP",51.4
3551026,"Gore Bay, T",51.4
3551027,"Gordon/Barrie Island, MU",51.4
3551028,"Burpee and Mills, TP",50.4
3551040,"Whitefish River (Part) 4, IRI",37
3551041,"Sucker Creek 23, IRI",34.7
3551042,"Sheguiandah 24, IRI",35.1
3551043,"Wikwemikong Unceded, IRI",35.1
3551044,"Sheshegwaning 20, IRI",34.8
3551045,"M'Chigeeng 22 (West Bay 22), IRI",36.6
3551094,"Manitoulin, Unorganized, West Part, NO",62.4
3551100,"Zhiibaahaasing 19A (Cockburn Island 19A), IRI",33.2
3552001,"French River / Rivière des Français, M",49.2
3552004,"St.-Charles, MU",48.5
3552013,"Markstay-Warren, MU",42.9
3552023,"Sables-Spanish Rivers, TP",43.8
3552026,"Espanola, T",44.7
3552028,"Baldwin, TP",45.9
3552031,"Nairn and Hyman, TP",44.9
3552036,"Killarney, MU",52.2
3552051,"Whitefish Lake 6, IRI",36.8
3552052,"Mattagami 71, IRI",34
3552054,"Duck Lake 76B, IRI",31.7
3552092,"Chapleau, TP",44
3552093,"Sudbury, Unorganized, North Part, NO",50.1
3553005,"Greater Sudbury / Grand Sudbury, CV",42.2
3553040,"Wahnapitei 11, IRI",38.6
3554001,"Coleman, TP",47.2
3554006,"Latchford, T",51.5
3554008,"Cobalt, T",44.4
3554014,"Harris, TP",44
3554020,"Temiskaming Shores, CY",44.5
3554021,"Hudson, TP",44.5
3554024,"Kerns, TP",38.4
3554026,"Harley, TP",40
3554029,"Casey, TP",38
3554032,"Brethour, TP",42.8
3554034,"Hilliard, TP",44.8
3554036,"Armstrong, TP",40.5
3554038,"Thornloe, VL",37
3554042,"James, TP",47.1
3554044,"Charlton and Dack, MU",37.4
3554049,"Evanturel, TP",42.5
3554052,"Englehart, T",45.8
3554054,"Chamberlain, TP",45.7
3554056,"Matachewan, TP",49.6
3554057,"Matachewan 72, IRI",35.5
3554058,"McGarry, TP",48.3
3554062,"Larder Lake, TP",46.1
3554066,"Gauthier, TP",45.8
3554068,"Kirkland Lake, T",43.8
3554094,"Timiskaming, Unorganized, West Part, NO",45.5
3556014,"Black River-Matheson, TP",44.2
3556027,"Timmins, CY",40.5
3556031,"Iroquois Falls, T",45.8
3556033,"Abitibi 70, IRI",31.5
3556042,"Cochrane, T",41.8
3556048,"Smooth Rock Falls, T",49.5
3556052,"Fauquier-Strickland, TP",51.7
3556056,"Moonbeam, TP",47.5
3556066,"Kapuskasing, T",44.2
3556070,"Val Rita-Harty, TP",42.4
3556073,"Opasatika, TP",47.8
3556076,"Hearst, T",45
3556077,"Mattice-Val Côté, TP",45.5
3556092,"Cochrane, Unorganized, North Part, NO",42.4
3556093,"Fort Albany (Part) 67, IRI",28.3
3556094,"Factory Island 1, IRI",31.3
3556095,"Constance Lake 92, IRI",32.2
3556102,"New Post 69A, IRI",29
3556106,"Moosonee, TV",30.2
3557001,"Jocelyn, TP",56.2
3557004,"Hilton, TP",51.5
3557006,"Hilton Beach, VL",48.1
3557008,"St. Joseph, TP",50.3
3557011,"Laird, TP",43.7
3557014,"Tarbutt and Tarbutt Additional, TP",43.1
3557016,"Johnson, TP",41.5
3557019,"Plummer Additional, TP",44.8
3557021,"Bruce Mines, T",50.7
3557026,"Thessalon 12, IRI",43.2
3557028,"Thessalon, T",51.4
3557035,"Huron Shores, MU",48.7
3557038,"Blind River, T",46.4
3557039,"Spanish, T",46.6
3557040,"The North Shore, TP",54.8
3557041,"Elliot Lake, CY",52.7
3557051,"Macdonald, Meredith and Aberdeen Additional, TP",42.1
3557061,"Sault Ste. Marie, CY",44.6
3557066,"Prince, TP",44.7
3557071,"Sagamok, IRI",33.5
3557072,"Serpent River 7, IRI",38.7
3557073,"Mississagi River 8, IRI",36.2
3557074,"Garden River 14, IRI",35.7
3557076,"Wawa, MU",43.6
3557078,"Gros Cap 49, IRI",39.1
3557079,"Dubreuilville, TP",40.4
3557091,"White River, TP",43.8
3557095,"Algoma, Unorganized, North Part, NO",47
3557096,"Hornepayne, TP",40.5
3558001,"Neebing, MU",43.6
3558003,"Fort William 52, IRI",35.3
3558004,"Thunder Bay, CY",43.3
3558011,"Oliver Paipoonge, MU",42.2
3558012,"Gillies, TP",42
3558016,"O'Connor, TP",42.8
3558019,"Conmee, TP",37.8
3558028,"Shuniah, MU",47.6
3558034,"Dorion, TP",46.3
3558041,"Red Rock, TP",44
3558044,"Nipigon, TP",45
3558051,"Schreiber, TP",45.5
3558054,"Terrace Bay, TP",45.2
3558059,"Marathon, T",42.2
3558060,"Pic Mobert North, IRI",29.1
3558062,"Pic River 50, IRI",35
3558063,"Pays Plat 51, IRI",33
3558064,"Lake Helen 53A, IRI",34.4
3558066,"Manitouwadge, TP",45.3
3558067,"Ginoogaming First Nation, IRI",30.9
3558068,"Long Lake 58, IRI",27.5
3558069,"Rocky Bay 1, IRI",33.9
3558075,"Greenstone, MU",42.5
3558076,"Aroland 83, IRI",27.8
3558080,"Ojibway Nation of Saugeen (Savant Lake), IRI",28.6
3558085,"Osnaburgh 63A, IRI",24.2
3558090,"Thunder Bay, Unorganized, NO",45.9
3559001,"Atikokan, T",46.2
3559011,"Alberton, TP",39.6
3559012,"Fort Frances, T",43.3
3559016,"La Vallee, TP",41
3559019,"Emo, TP",40.3
3559024,"Chapple, TP",39.4
3559026,"Manitou Rapids 11, IRI",32.9
3559031,"Morley, TP",40.5
3559040,"Dawson, TP",48.1
3559042,"Rainy River, T",48.2
3559047,"Lake of the Woods, TP",53
3559051,"Big Grassy River 35G, IRI",30.1
3559053,"Saug-a-Gaw-Sing 1, IRI",33.6
3559060,"Neguaguon Lake 25D, IRI",31.3
3559061,"Rainy Lake 18C, IRI",27.4
3559063,"Couchiching 16A, IRI",32.6
3559064,"Rainy Lake 26A, IRI",29.6
3559066,"Seine River 23A, IRI",32.8
3559068,"Rainy Lake 17A, IRI",27.1
3559090,"Rainy River, Unorganized, NO",49.4
3560001,"Ignace, TP",46.8
3560004,"Whitefish Bay 32A, IRI",29.9
3560005,"Whitefish Bay 33A, IRI",28.2
3560008,"Sioux Narrows-Nestor Falls, TP",52.3
3560010,"Kenora, CY",43
3560021,"Machin, MU",45.8
3560024,"Eagle Lake 27, IRI",36.9
3560027,"Dryden, CY",43.7
3560032,"Ear Falls, TP",40.2
3560034,"Sioux Lookout, MU",37.1
3560042,"Red Lake, MU",38.9
3560046,"Slate Falls, S-É",27.7
3560049,"Pickle Lake, TP",34.8
3560050,"Fort Albany (Part) 67, IRI",24.7
3560051,"Attawapiskat 91A, IRI",27.5
3560052,"Marten Falls 65, IRI",25.4
3560053,"Fort Hope 64, IRI",25.3
3560054,"Cat Lake 63C, IRI",26.1
3560055,"Osnaburgh 63B, IRI",25
3560056,"Lac Seul 28, IRI",29.2
3560057,"Wabigoon Lake 27, IRI",37.1
3560058,"English River 21, IRI",29.7
3560059,"Weagamow Lake 87, IRI",28.6
3560061,"Wabaseemoong, IRI",29.1
3560063,"Sabaskong Bay 35D, IRI",30.6
3560064,"Shoal Lake 34B2, IRI",30.8
3560065,"Lake Of The Woods 37, IRI",27.8
3560066,"Kenora 38B, IRI",30
3560067,"Poplar Hill, IRI",23.9
3560068,"Shoal Lake (Part) 39A, IRI",31.3
3560069,"Rat Portage 38A, IRI",32.4
3560070,"Deer Lake, IRI",25.8
3560071,"Sandy Lake 88, IRI",26.5
3560075,"Kitchenuhmaykoosib Aaki 84 (Big Trout Lake), IRI",27.5
3560076,"Sachigo Lake 1, IRI",24.8
3560078,"Fort Severn 89, IRI",29.2
3560079,"Webequie, IRI",28.4
3560080,"North Spirit Lake, IRI",27.8
3560082,"Shoal Lake (Part) 40, IRI",30.4
3560083,"Whitefish Bay 34A, IRI",25.7
3560084,"Wabauskang 21, IRI",34.8
3560085,"Wunnumin 1, IRI",26.9
3560086,"Summer Beaver, S-É",28.1
3560088,"Wapekeka 2, IRI",24
3560089,"The Dalles 38C, IRI",30
3560090,"Kenora, Unorganized, NO",46.8
3560091,"Peawanuck, S-É",35.3
3560093,"Neskantaga, IRI",30.9
3560095,"Bearskin Lake, IRI",29.8
3560096,"Kasabonika Lake, IRI",27.4
3560097,"Muskrat Dam Lake, IRI",28.5
3560098,"Kingfisher Lake 1, IRI",29.1
3560104,"Kee-Way-Win, IRI",25.1
4601035,"Stuartburn, RM",42
4601039,"Piney, RM",46.1
4601043,"Reynolds, RM",43.1
4601046,"Whitemouth, RM",43.8
4601051,"Pinawa, LGD",53.3
4601057,"Lac du Bonnet, RM",48.6
4601060,"Lac du Bonnet, T",49.5
4601071,"Alexander, RM",50.5
4601075,"Powerview-Pine Falls, T",40
4601078,"Victoria Beach, RM",61.7
4601094,"Division No. 1, Unorganized, NO",55.8
4602024,"Emerson-Franklin, MU",40.5
4602026,"Roseau Rapids 2A, IRI",26.9
4602027,"Roseau River 2, IRI",26.1
4602032,"De Salaberry, RM",37.2
4602037,"St-Pierre-Jolys, VL",38.9
4602041,"Hanover, RM",31
4602044,"Steinbach, CY",37.5
4602046,"Niverville, T",32.1
4602053,"La Broquerie, RM",31
4602057,"Ste. Anne, RM",38.9
4602061,"Ste. Anne, T",38.5
4602069,"Taché, RM",34.4
4602075,"Ritchot, RM",36.9
4603030,"Montcalm, RM",40.3
4603040,"Altona, T",41.6
4603041,"Rhineland, MU",30.1
4603047,"Stanley, RM",28.4
4603050,"Winkler, CY",36.1
4603053,"Morden, CY",39.8
4603058,"Thompson, RM",36.8
4603062,"Roland, RM",34.8
4603065,"Morris, RM",35.5
4603067,"Morris, T",40.4
4603072,"Dufferin, RM",35
4603074,"Carman, T",46.4
4604034,"Pembina, MU",41.4
4604040,"Louise, MU",44.4
4604052,"Cartwright-Roblin, MU",38.3
4604057,"Argyle, RM",45.2
4604064,"Lorne, MU",41.3
4604068,"Swan Lake 7, IRI",31.4
4605025,"Killarney - Turtle Mountain, RM",44.3
4605032,"Boissevain-Morton, MU",43.8
4605038,"Deloraine-Winchester, MU",46.6
4605044,"Brenda-Waskada, MU",41.8
4605052,"Melita, T",43.7
4605056,"Two Borders, MU",42.4
4605062,"Grassland, MU",39.8
4605071,"Prairie Lakes, RM",46.7
4606016,"Sifton, RM",41.7
4606023,"Pipestone, RM",43.6
4606029,"Canupawakpa Dakota First Nation (Oak Lake 59), IRI",31.8
4606031,"Wallace-Woodworth, RM",39
4606034,"Virden, T",42.6
4606040,"Sioux Valley Dakota Nation, IRI",30
4607039,"Glenboro-South Cypress, MU",40.2
4607046,"Oakland-Wawanesa, MU",39.5
4607052,"Souris-Glenwood, MU",42.6
4607057,"Whitehead, RM",38.5
4607060,"Cornwallis, RM",34.8
4607062,"Brandon, CY",38.6
4607066,"North Cypress-Langford, MU",39.6
4607068,"Carberry, T",43.4
4607071,"Elton, RM",38.5
4607076,"Riverdale, MU",39.9
4608032,"Norfolk-Treherne, MU",42
4608042,"Victoria, RM",45.3
4608046,"North Norfolk, MU",38.1
4608055,"Glenella-Lansdowne, MU",41.2
4608060,"WestLake-Gladstone, MU",41.7
4608069,"Sandy Bay 5, IRI",26
4609018,"Grey, RM",39.8
4609024,"Portage la Prairie, RM",38.1
4609025,"Long Plain (Part) 6, IRI",26.4
4609026,"Dakota Plains 6A, IRI",33.6
4609027,"Dakota Tipi 1, IRI",29.1
4609029,"Portage la Prairie, CY",40.6
4610035,"Macdonald, RM",37.3
4610043,"Cartier, RM",35.4
4610052,"St. François Xavier, RM",38.6
4611040,"Winnipeg, CY",39.9
4611042,"Headingley, RM",39.3
4612047,"Springfield, RM",39.9
4612054,"Brokenhead, RM",39.6
4612056,"Beausejour, T",45.6
4613032,"East St. Paul, RM",42.2
4613037,"West St. Paul, RM",42.3
4613043,"St. Andrews, RM",42
4613047,"Selkirk, CY",43.8
4613049,"Dunnottar, VL",52.8
4613056,"St. Clements, RM",42.4
4613062,"Brokenhead 4, IRI",32.6
4614015,"Rosser, RM",40.1
4614031,"Woodlands, RM",38.7
4614036,"Rockwood, RM",39.6
4614039,"Stonewall, T",40.5
4614042,"Teulon, T",46.3
4615020,"Neepawa, T",41.2
4615032,"Oakview, RM",40.6
4615037,"Hamiota, MU",45.5
4615042,"Birdtail Creek 57, IRI",24.6
4615047,"Ellice-Archie, RM",40.7
4615056,"Prairie View, MU",43.4
4615063,"Yellowhead, RM",49
4615067,"Keeseekoowenin 61, IRI",32.9
4615070,"Harrison Park, MU",52.8
4615071,"Rolling River 67, IRI",32
4615072,"Rolling River 67B, IRI",19.8
4615074,"Minto-Odanah, MU",39.9
4615075,"Minnedosa, T",45.4
4615078,"Rosedale, RM",38.6
4615092,"Clanwilliam-Erickson, MU",49.1
4616005,"Rossburn, MU",47.8
4616017,"Waywayseecappo First Nation, IRI",26.4
4616020,"Riding Mountain West, RM",44.4
4616025,"Gambler 63 (Part), IRI",31.7
4616030,"Russell-Binscarth, MU",44.9
4616046,"Valley River 63A, IRI",28.3
4616048,"Hillsburg-Roblin-Shell River, MU",45.8
4617026,"Alonsa, RM",41.9
4617029,"Ebb and Flow 52, IRI",26.6
4617035,"McCreary, MU",48.2
4617041,"Ste. Rose, MU",47.8
4617048,"Dauphin, RM",43.2
4617050,"Dauphin, CY",44.3
4617054,"Gilbert Plains, MU",45.2
4617058,"Grandview, MU",48.4
4617064,"Ethelbert, MU",48.2
4617072,"Mossey River, RM",46.2
4617075,"Lakeshore, RM",46.7
4617092,"Division No. 17, Unorganized, NO",52.7
4618031,"Gimli, RM",51.4
4618034,"Winnipeg Beach, T",53.8
4618037,"Armstrong, RM",43.4
4618040,"St. Laurent, RM",44.7
4618044,"Coldwell, RM",44
